Time,Hand:x,Hand:y,Hand:z
920.503,265.74014,245.02357,145.88589
920.92,278.0188,266.23227,144.82086
921.337,306.67001,313.93744,138.54715
921.754,320.31216,318.09982,140.79224
922.171,324.76468,313.19385,134.08012
922.588,330.08792,316.86475,137.0815
923.005,346.78635,316.12811,125.56135
923.422,344.00027,316.2446,126.00827
923.84,341.40689,316.30273,126.35603
924.257,341.92236,313.69885,125.64187
924.674,203.87392,188.16359,287.02411
925.091,86.09758,48.55333,369.72888
925.508,64.46387,32.54433,359.08243
925.925,68.93347,25.69192,319.69431
926.342,185.33197,187.51196,234.49591
926.759,288.18811,270.36838,163.30107
927.176,284.17194,264.86102,175.24246
927.593,291.12585,280.42783,157.36066
928.01,286.6246,285.04074,149.97127
928.427,280.69327,292.09192,149.00107
928.845,291.51596,331.72726,137.90686
929.262,302.95987,332.85599,137.71614
929.679,310.59814,337.68198,133.09744
930.096,313.05661,325.59134,122.11444
930.513,312.49048,311.7916,109.24374
930.93,311.40356,298.60446,115.99566
931.347,272.67075,198.93355,213.9391
931.764,246.05898,133.8325,254.72742
932.181,208.82498,121.86703,198.05196
932.598,185.50995,137.93407,201.7626
933.015,190.87254,201.98048,231.4362
933.432,246.94463,277.9953,249.35809
933.85,241.82799,303.72971,262.6123
934.267,227.69933,292.38541,255.34906
934.684,210.9592,268.08206,257.6442
935.101,183.6969,238.68605,272.9989
